26.5701522827148,2026-01-13T06:59:29Z
26.5701522827148,2026-01-13T06:59:41Z
26.5968551635742,2026-01-13T06:59:53Z
26.5968551635742,2026-01-13T07:00:05Z
26.6689529418945,2026-01-13T07:00:20Z
26.7090072631836,2026-01-13T07:00:32Z
26.7090072631836,2026-01-13T07:00:44Z
26.7090072631836,2026-01-13T07:00:57Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:05Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
26.7383804321289,2026-01-13T07:01:06Z
